States,Cancer Sites,Year,Sex,Race,Count,Population,Age-Adjusted Rate
Delaware,Thyroid,2007,Female,White,60.0,330199,17.0
Delaware,Thyroid,2007,Male,White,20.0,314907,5.5
Delaware,Thyroid,2008,Female,White,64.0,332825,17.9
Delaware,Thyroid,2008,Male,White,24.0,317486,6.9
Delaware,Thyroid,2009,Female,Black or African American,16.0,106495,14.8
Delaware,Thyroid,2009,Female,White,66.0,334125,18.5
Delaware,Thyroid,2009,Male,White,26.0,318480,7.7
Delaware,Thyroid,2010,Female,White,83.0,335809,22.9
Delaware,Thyroid,2010,Male,White,35.0,319866,9.3
Delaware,Thyroid,2011,Female,White,85.0,337583,25.0
Delaware,Thyroid,2011,Male,White,28.0,321544,7.6
Delaware,Thyroid,2012,Female,Black or African American,21.0,111864,19.2
Delaware,Thyroid,2012,Female,White,85.0,339692,24.2
Delaware,Thyroid,2012,Male,White,19.0,323953,5.3
Delaware,Thyroid,2013,Female,Black or African American,24.0,113586,21.2
Delaware,Thyroid,2013,Female,White,91.0,341749,25.6
Delaware,Thyroid,2013,Male,White,28.0,325587,7.5
Delaware,Thyroid,2014,Female,Black or African American,23.0,115408,21.1
Delaware,Thyroid,2014,Female,White,102.0,344071,27.7
Delaware,Thyroid,2014,Male,White,31.0,327677,7.6
Delaware,Thyroid,2015,Female,Black or African American,19.0,117238,16.8
Delaware,Thyroid,2015,Female,White,91.0,345971,24.3
Delaware,Thyroid,2015,Male,White,20.0,329539,4.5
District of Columbia,Thyroid,1999,Female,Black or African American,31.0,193200,15.0
District of Columbia,Thyroid,2000,Female,Black or African American,23.0,192954,11.9
District of Columbia,Thyroid,2001,Female,Black or African American,20.0,190985,10.1
District of Columbia,Thyroid,2002,Female,Black or African American,23.0,188986,11.8
District of Columbia,Thyroid,2002,Female,White,20.0,102628,19.6
District of Columbia,Thyroid,2003,Female,Black or African American,27.0,186049,13.4
District of Columbia,Thyroid,2003,Female,White,25.0,102745,21.8
District of Columbia,Thyroid,2004,Female,Black or African American,16.0,183272,8.5
District of Columbia,Thyroid,2004,Female,White,17.0,104632,17.2
District of Columbia,Thyroid,2005,Female,Black or African American,16.0,180043,8.2
District of Columbia,Thyroid,2005,Female,White,17.0,107161,14.2
District of Columbia,Thyroid,2006,Female,Black or African American,21.0,177627,10.9
District of Columbia,Thyroid,2006,Female,White,18.0,110139,19.6
District of Columbia,Thyroid,2007,Female,Black or African American,16.0,175505,9.1
District of Columbia,Thyroid,2007,Female,White,30.0,114031,27.9
District of Columbia,Thyroid,2008,Female,Black or African American,26.0,173692,13.8
District of Columbia,Thyroid,2008,Female,White,24.0,117683,18.5
District of Columbia,Thyroid,2009,Female,Black or African American,29.0,173212,15.5
District of Columbia,Thyroid,2009,Female,White,33.0,123832,24.3
District of Columbia,Thyroid,2010,Female,Black or African American,31.0,173558,16.4
District of Columbia,Thyroid,2010,Female,White,40.0,129373,32.6
District of Columbia,Thyroid,2010,Male,Black or African American,17.0,144818,11.0
District of Columbia,Thyroid,2011,Female,Black or African American,36.0,175427,19.2
District of Columbia,Thyroid,2011,Female,White,21.0,134184,18.0
District of Columbia,Thyroid,2012,Female,Black or African American,36.0,177462,19.5
District of Columbia,Thyroid,2012,Female,White,34.0,139137,23.0
District of Columbia,Thyroid,2012,Male,White,18.0,139270,10.6
District of Columbia,Thyroid,2013,Female,Black or African American,43.0,179850,20.2
District of Columbia,Thyroid,2013,Female,White,43.0,142661,29.0
District of Columbia,Thyroid,2014,Female,Black or African American,28.0,181083,14.9
District of Columbia,Thyroid,2014,Female,White,28.0,145863,14.7
District of Columbia,Thyroid,2015,Female,Black or African American,23.0,182232,11.7
District of Columbia,Thyroid,2015,Female,White,38.0,150394,24.0
Florida,Thyroid,1999,Female,Black or African American,64.0,1255363,5.9
Florida,Thyroid,1999,Female,White,652.0,6629027,9.2
Florida,Thyroid,1999,Male,Black or African American,18.0,1163720,2.3
Florida,Thyroid,1999,Male,White,252.0,6349696,3.5
Florida,Thyroid,2000,Female,Asian or Pacific Islander,17.0,169318,8.9
Florida,Thyroid,2000,Female,Black or African American,83.0,1286905,7.4
Florida,Thyroid,2000,Female,White,790.0,6729433,10.8
Florida,Thyroid,2000,Male,White,317.0,6452035,4.3
Florida,Thyroid,2001,Female,Asian or Pacific Islander,16.0,180507,9.7
Florida,Thyroid,2001,Female,Black or African American,91.0,1324608,7.6
Florida,Thyroid,2001,Female,White,860.0,6833739,11.6
Florida,Thyroid,2001,Male,Black or African American,21.0,1228606,2.6
Florida,Thyroid,2001,Male,White,305.0,6559116,4.1
Florida,Thyroid,2002,Female,Asian or Pacific Islander,20.0,193136,9.7
Florida,Thyroid,2002,Female,Black or African American,83.0,1363767,6.8
Florida,Thyroid,2002,Female,White,860.0,6948991,11.5
Florida,Thyroid,2002,Male,White,308.0,6674585,4.0
Florida,Thyroid,2003,Female,Asian or Pacific Islander,25.0,205612,11.3
Florida,Thyroid,2003,Female,Black or African American,101.0,1400657,8.0
Florida,Thyroid,2003,Female,White,922.0,7053660,12.1
Florida,Thyroid,2003,Male,Black or African American,21.0,1299486,2.3
Florida,Thyroid,2003,Male,White,348.0,6784942,4.5
Florida,Thyroid,2004,Female,Asian or Pacific Islander,26.0,220488,11.3
Florida,Thyroid,2004,Female,Black or African American,85.0,1445760,6.7
Florida,Thyroid,2004,Female,White,1040.0,7196797,13.1
Florida,Thyroid,2004,Female,Other Races and Unknown combined,18.0,,
Florida,Thyroid,2004,Male,Black or African American,19.0,1340686,1.9
Florida,Thyroid,2004,Male,White,379.0,6935095,4.7
Florida,Thyroid,2005,Female,Asian or Pacific Islander,33.0,237355,13.7
Florida,Thyroid,2005,Female,Black or African American,123.0,1495414,9.1
Florida,Thyroid,2005,Female,White,1161.0,7344055,14.5
Florida,Thyroid,2005,Female,Other Races and Unknown combined,17.0,,
Florida,Thyroid,2005,Male,Black or African American,26.0,1386372,2.3
Florida,Thyroid,2005,Male,White,447.0,7084592,5.4
Florida,Thyroid,2006,Female,Asian or Pacific Islander,31.0,252195,12.1
Florida,Thyroid,2006,Female,Black or African American,123.0,1540166,8.9
Florida,Thyroid,2006,Female,White,1179.0,7444486,14.5
Florida,Thyroid,2006,Female,Other Races and Unknown combined,25.0,,
Florida,Thyroid,2006,Male,Black or African American,22.0,1429084,2.1
Florida,Thyroid,2006,Male,White,434.0,7189757,5.2
Florida,Thyroid,2007,Female,Asian or Pacific Islander,49.0,263430,17.0
Florida,Thyroid,2007,Female,Black or African American,148.0,1570043,10.6
Florida,Thyroid,2007,Female,White,1382.0,7500333,16.6
Florida,Thyroid,2007,Female,Other Races and Unknown combined,35.0,,
Florida,Thyroid,2007,Male,Black or African American,24.0,1458981,2.0
Florida,Thyroid,2007,Male,White,507.0,7250652,5.9
Florida,Thyroid,2008,Female,Asian or Pacific Islander,51.0,273261,16.9
Florida,Thyroid,2008,Female,Black or African American,174.0,1599833,11.9
Florida,Thyroid,2008,Female,White,1437.0,7546154,17.4
Florida,Thyroid,2008,Female,Other Races and Unknown combined,26.0,,
Florida,Thyroid,2008,Male,Black or African American,38.0,1486562,3.3
Florida,Thyroid,2008,Male,White,558.0,7286783,6.4
Florida,Thyroid,2009,Female,Asian or Pacific Islander,45.0,281671,16.4
Florida,Thyroid,2009,Female,Black or African American,175.0,1624390,11.6
Florida,Thyroid,2009,Female,White,1509.0,7581370,18.1
Florida,Thyroid,2009,Female,Other Races and Unknown combined,45.0,,
Florida,Thyroid,2009,Male,Black or African American,39.0,1509098,3.3
Florida,Thyroid,2009,Male,White,554.0,7312821,6.4
Florida,Thyroid,2010,Female,Asian or Pacific Islander,55.0,290675,17.4
Florida,Thyroid,2010,Female,Black or African American,175.0,1652231,11.3
Florida,Thyroid,2010,Female,White,1444.0,7644607,17.2
Florida,Thyroid,2010,Female,Other Races and Unknown combined,41.0,,
Florida,Thyroid,2010,Male,Black or African American,53.0,1535794,4.3
Florida,Thyroid,2010,Male,White,555.0,7372888,6.3
Florida,Thyroid,2011,Female,Asian or Pacific Islander,51.0,301452,15.9
Florida,Thyroid,2011,Female,Black or African American,182.0,1691643,11.4
Florida,Thyroid,2011,Female,White,1554.0,7718779,18.5
Florida,Thyroid,2011,Female,Other Races and Unknown combined,34.0,,
Florida,Thyroid,2011,Male,Black or African American,29.0,1575615,2.3
Florida,Thyroid,2011,Male,White,517.0,7444634,5.8
Florida,Thyroid,2012,Female,Asian or Pacific Islander,53.0,311841,15.9
Florida,Thyroid,2012,Female,Black or African American,197.0,1728341,12.2
Florida,Thyroid,2012,Female,White,1685.0,7798844,19.7
Florida,Thyroid,2012,Female,Other Races and Unknown combined,50.0,,
Florida,Thyroid,2012,Male,Black or African American,36.0,1607022,2.5
Florida,Thyroid,2012,Male,White,571.0,7522121,6.4
Florida,Thyroid,2013,Female,Asian or Pacific Islander,46.0,321904,13.7
Florida,Thyroid,2013,Female,Black or African American,226.0,1757102,13.5
Florida,Thyroid,2013,Female,White,1652.0,7879972,19.0
Florida,Thyroid,2013,Female,Other Races and Unknown combined,49.0,,
Florida,Thyroid,2013,Male,Black or African American,45.0,1634694,3.2
Florida,Thyroid,2013,Male,White,602.0,7602498,6.8
Florida,Thyroid,2013,Male,Other Races and Unknown combined,20.0,,
Florida,Thyroid,2014,Female,Asian or Pacific Islander,58.0,333222,16.1
Florida,Thyroid,2014,Female,Black or African American,202.0,1792285,11.5
Florida,Thyroid,2014,Female,White,1664.0,7990618,19.5
Florida,Thyroid,2014,Female,Other Races and Unknown combined,54.0,,
Florida,Thyroid,2014,Male,Black or African American,57.0,1667399,3.8
Florida,Thyroid,2014,Male,White,601.0,7707630,6.5
Florida,Thyroid,2014,Male,Other Races and Unknown combined,22.0,,
Florida,Thyroid,2015,Female,Asian or Pacific Islander,68.0,345987,17.7
Florida,Thyroid,2015,Female,Black or African American,206.0,1827363,11.5
Florida,Thyroid,2015,Female,White,1745.0,8124532,19.8
Florida,Thyroid,2015,Female,Other Races and Unknown combined,65.0,,
Florida,Thyroid,2015,Male,Asian or Pacific Islander,16.0,300085,5.0
Florida,Thyroid,2015,Male,Black or African American,46.0,1701217,3.0
Florida,Thyroid,2015,Male,White,615.0,7834395,6.6
Florida,Thyroid,2015,Male,Other Races and Unknown combined,19.0,,
Georgia,Thyroid,1999,Female,Black or African American,60.0,1239075,5.4
Georgia,Thyroid,1999,Female,White,251.0,2756311,8.8
Georgia,Thyroid,1999,Male,Black or African American,17.0,1104549,2.5
Georgia,Thyroid,1999,Male,White,80.0,2747297,3.2
Georgia,Thyroid,2000,Female,Black or African American,60.0,1272752,5.5
Georgia,Thyroid,2000,Female,White,285.0,2795947,9.8
Georgia,Thyroid,2000,Male,White,99.0,2798842,3.7
Georgia,Thyroid,2001,Female,Black or African American,79.0,1303258,6.7
Georgia,Thyroid,2001,Female,White,291.0,2832055,10.0
Georgia,Thyroid,2001,Male,White,113.0,2836389,4.2
Georgia,Thyroid,2002,Female,Black or African American,95.0,1333660,7.8
Georgia,Thyroid,2002,Female,White,356.0,2864104,12.1
Georgia,Thyroid,2002,Male,Black or African American,17.0,1188862,2.0
Georgia,Thyroid,2002,Male,White,115.0,2863301,4.1
Georgia,Thyroid,2003,Female,Asian or Pacific Islander,16.0,122724,13.1
Georgia,Thyroid,2003,Female,Black or African American,84.0,1362086,6.7
Georgia,Thyroid,2003,Female,White,361.0,2894047,12.1
Georgia,Thyroid,2003,Male,White,124.0,2882539,4.4
Georgia,Thyroid,2004,Female,Black or African American,100.0,1393717,7.8
Georgia,Thyroid,2004,Female,White,409.0,2921848,13.4
Georgia,Thyroid,2004,Male,Black or African American,29.0,1241619,3.3
Georgia,Thyroid,2004,Male,White,149.0,2919529,5.1
Georgia,Thyroid,2005,Female,Asian or Pacific Islander,16.0,139565,12.6
Georgia,Thyroid,2005,Female,Black or African American,109.0,1432882,8.1
Georgia,Thyroid,2005,Female,White,457.0,2964185,14.9
Georgia,Thyroid,2005,Male,Black or African American,17.0,1269514,1.8
Georgia,Thyroid,2005,Male,White,130.0,2947221,4.4
Georgia,Thyroid,2006,Female,Asian or Pacific Islander,28.0,149936,22.2
Georgia,Thyroid,2006,Female,Black or African American,130.0,1487254,9.4
Georgia,Thyroid,2006,Female,White,500.0,3013099,16.0
Georgia,Thyroid,2006,Male,Black or African American,27.0,1318673,3.2
Georgia,Thyroid,2006,Male,White,151.0,3001381,4.9
Georgia,Thyroid,2007,Female,Asian or Pacific Islander,20.0,159394,12.9
Georgia,Thyroid,2007,Female,Black or African American,135.0,1535492,9.5
Georgia,Thyroid,2007,Female,White,541.0,3061219,17.0
Georgia,Thyroid,2007,Male,Black or African American,23.0,1356433,2.0
Georgia,Thyroid,2007,Male,White,187.0,3040753,5.9
Georgia,Thyroid,2008,Female,Asian or Pacific Islander,23.0,168125,13.7
Georgia,Thyroid,2008,Female,Black or African American,153.0,1572192,10.3
Georgia,Thyroid,2008,Female,White,590.0,3093581,18.2
Georgia,Thyroid,2008,Male,Black or African American,34.0,1390436,2.9
Georgia,Thyroid,2008,Male,White,214.0,3072335,6.7
Georgia,Thyroid,2009,Female,Asian or Pacific Islander,28.0,175636,17.0
Georgia,Thyroid,2009,Female,Black or African American,156.0,1604312,10.0
Georgia,Thyroid,2009,Female,White,605.0,3113298,18.7
Georgia,Thyroid,2009,Male,Black or African American,37.0,1418697,3.6
Georgia,Thyroid,2009,Male,White,190.0,3090882,6.1
Georgia,Thyroid,2010,Female,Asian or Pacific Islander,25.0,183071,14.6
Georgia,Thyroid,2010,Female,Black or African American,141.0,1630851,8.9
Georgia,Thyroid,2010,Female,White,558.0,3131747,17.0
Georgia,Thyroid,2010,Male,Black or African American,26.0,1440216,1.9
Georgia,Thyroid,2010,Male,White,203.0,3100752,6.4
Georgia,Thyroid,2011,Female,Asian or Pacific Islander,34.0,190792,16.8
Georgia,Thyroid,2011,Female,Black or African American,167.0,1656219,10.4
Georgia,Thyroid,2011,Female,White,645.0,3146514,19.4
Georgia,Thyroid,2011,Male,Black or African American,33.0,1467837,2.5
Georgia,Thyroid,2011,Male,White,244.0,3115813,7.5
Georgia,Thyroid,2012,Female,Asian or Pacific Islander,31.0,199360,15.9
Georgia,Thyroid,2012,Female,Black or African American,177.0,1680487,10.9
Georgia,Thyroid,2012,Female,White,649.0,3165663,19.7
Georgia,Thyroid,2012,Male,Black or African American,40.0,1491510,3.3
Georgia,Thyroid,2012,Male,White,200.0,3134385,6.2
Georgia,Thyroid,2013,Female,Asian or Pacific Islander,38.0,206968,18.6
Georgia,Thyroid,2013,Female,Black or African American,214.0,1704192,12.7
Georgia,Thyroid,2013,Female,White,672.0,3174695,20.1
Georgia,Thyroid,2013,Male,Black or African American,40.0,1509744,3.5
Georgia,Thyroid,2013,Male,White,247.0,3138143,7.6
Georgia,Thyroid,2014,Female,Asian or Pacific Islander,45.0,215806,19.6
Georgia,Thyroid,2014,Female,Black or African American,236.0,1734763,13.7
Georgia,Thyroid,2014,Female,White,715.0,3191328,20.9
Georgia,Thyroid,2014,Male,Black or African American,35.0,1533497,2.7
Georgia,Thyroid,2014,Male,White,259.0,3151565,7.5
Georgia,Thyroid,2015,Female,Asian or Pacific Islander,50.0,225297,21.9
Georgia,Thyroid,2015,Female,Black or African American,221.0,1767421,12.3
Georgia,Thyroid,2015,Female,White,753.0,3209693,22.4
Georgia,Thyroid,2015,Male,Black or African American,45.0,1559252,3.3
Georgia,Thyroid,2015,Male,White,223.0,3167199,6.6
Hawaii,Thyroid,1999,Female,Asian or Pacific Islander,64.0,447529,14.1
Hawaii,Thyroid,1999,Male,Asian or Pacific Islander,26.0,431560,6.3
Hawaii,Thyroid,2000,Female,Asian or Pacific Islander,57.0,452761,12.4
Hawaii,Thyroid,2001,Female,Asian or Pacific Islander,94.0,455775,20.6
Hawaii,Thyroid,2001,Female,White,18.0,137884,11.1
Hawaii,Thyroid,2001,Male,Asian or Pacific Islander,22.0,434388,5.2
Hawaii,Thyroid,2002,Female,Asian or Pacific Islander,74.0,460251,15.7
Hawaii,Thyroid,2002,Female,White,21.0,139542,13.5
Hawaii,Thyroid,2002,Male,Asian or Pacific Islander,17.0,438145,3.9
Hawaii,Thyroid,2003,Female,Asian or Pacific Islander,94.0,465814,19.3
Hawaii,Thyroid,2003,Male,Asian or Pacific Islander,20.0,441280,4.6
Hawaii,Thyroid,2004,Female,Asian or Pacific Islander,67.0,475644,13.9
Hawaii,Thyroid,2004,Female,White,21.0,144563,13.7
Hawaii,Thyroid,2004,Male,Asian or Pacific Islander,25.0,448361,5.6
Hawaii,Thyroid,2005,Female,Asian or Pacific Islander,94.0,481484,19.5
Hawaii,Thyroid,2005,Female,White,20.0,146538,11.4
Hawaii,Thyroid,2005,Male,Asian or Pacific Islander,29.0,455110,6.4
Hawaii,Thyroid,2006,Female,Asian or Pacific Islander,99.0,487072,20.2
Hawaii,Thyroid,2006,Female,White,24.0,148470,15.3
Hawaii,Thyroid,2006,Male,Asian or Pacific Islander,23.0,461317,4.9
Hawaii,Thyroid,2007,Female,Asian or Pacific Islander,110.0,490945,22.0
Hawaii,Thyroid,2007,Female,White,33.0,149812,18.6
Hawaii,Thyroid,2007,Male,Asian or Pacific Islander,29.0,462571,6.7
Hawaii,Thyroid,2008,Female,Asian or Pacific Islander,106.0,496890,20.1
Hawaii,Thyroid,2008,Female,White,37.0,151946,23.4
Hawaii,Thyroid,2008,Male,Asian or Pacific Islander,29.0,467927,6.1
Hawaii,Thyroid,2009,Female,Asian or Pacific Islander,122.0,502614,23.6
Hawaii,Thyroid,2009,Female,White,44.0,153888,26.9
Hawaii,Thyroid,2009,Male,Asian or Pacific Islander,29.0,472220,6.1
Hawaii,Thyroid,2009,Male,White,17.0,178725,8.2
Hawaii,Thyroid,2010,Female,Asian or Pacific Islander,135.0,507929,26.2
Hawaii,Thyroid,2010,Female,White,35.0,155880,21.2
Hawaii,Thyroid,2010,Male,Asian or Pacific Islander,31.0,478085,6.1
Hawaii,Thyroid,2011,Female,Asian or Pacific Islander,121.0,511862,23.6
Hawaii,Thyroid,2011,Female,White,41.0,157795,24.5
Hawaii,Thyroid,2011,Male,Asian or Pacific Islander,45.0,481427,8.9
Hawaii,Thyroid,2011,Male,White,17.0,184274,8.0
Hawaii,Thyroid,2012,Female,Asian or Pacific Islander,137.0,515539,25.5
Hawaii,Thyroid,2012,Female,White,33.0,159534,18.0
Hawaii,Thyroid,2012,Male,Asian or Pacific Islander,42.0,485208,8.5
Hawaii,Thyroid,2012,Male,White,31.0,187063,14.3
Hawaii,Thyroid,2013,Female,Asian or Pacific Islander,116.0,519574,22.0
Hawaii,Thyroid,2013,Female,White,41.0,161543,22.7
Hawaii,Thyroid,2013,Male,Asian or Pacific Islander,44.0,489533,9.2
Hawaii,Thyroid,2013,Male,White,17.0,189887,7.0
Hawaii,Thyroid,2014,Female,Asian or Pacific Islander,113.0,521991,21.3
Hawaii,Thyroid,2014,Female,White,34.0,163222,17.0
Hawaii,Thyroid,2014,Male,Asian or Pacific Islander,33.0,491739,6.7
Hawaii,Thyroid,2014,Male,White,18.0,192153,7.2
Hawaii,Thyroid,2015,Female,Asian or Pacific Islander,126.0,524192,23.0
Hawaii,Thyroid,2015,Female,White,39.0,164613,24.2
Hawaii,Thyroid,2015,Male,Asian or Pacific Islander,32.0,493613,6.8
Hawaii,Thyroid,2015,Male,White,16.0,194055,6.9
Idaho,Thyroid,1999,Female,White,47.0,616853,7.9
Idaho,Thyroid,1999,Male,White,24.0,619156,4.2
Idaho,Thyroid,2000,Female,White,69.0,626115,11.3
Idaho,Thyroid,2000,Male,White,16.0,629486,2.8
Idaho,Thyroid,2001,Female,White,89.0,634947,14.7
Idaho,Thyroid,2001,Male,White,30.0,638757,5.1
Idaho,Thyroid,2002,Female,White,88.0,644420,14.4
Idaho,Thyroid,2002,Male,White,30.0,647518,4.8
Idaho,Thyroid,2003,Female,White,99.0,654457,15.3
Idaho,Thyroid,2003,Male,White,30.0,658114,4.7
Idaho,Thyroid,2004,Female,White,109.0,666462,16.6
Idaho,Thyroid,2004,Male,White,27.0,671918,4.2
Idaho,Thyroid,2005,Female,White,141.0,683535,21.4
Idaho,Thyroid,2005,Male,White,39.0,687759,5.9
Idaho,Thyroid,2006,Female,White,182.0,702170,26.5
Idaho,Thyroid,2006,Male,White,33.0,706286,4.9
Idaho,Thyroid,2007,Female,White,173.0,718285,24.4
Idaho,Thyroid,2007,Male,White,55.0,722964,7.6
Idaho,Thyroid,2008,Female,White,195.0,731524,27.4
